"Competition","Player","Team","Age","Position","Avg.Rating","Minutes","Goals","Assists","G+A","Impact"
"Serie A 2024/25","Morten Thorsby","Genoa",29,"Midfielder",5.25,1898,0,1,1,"-0.29"
"Serie A 2024/25","Nicola Leali","Genoa",32,"Goalkeeper",6.47,2610,0,0,0,"0.93"
"Serie A 2024/25","Patrizio Masini","Genoa",24,"Midfielder",5.51,1538,1,0,1,"-0.03"
"Serie A 2024/25","Pierluigi Gollini","Genoa",29,"Goalkeeper",4.77,630,0,0,0,"-"
"Serie A 2024/25","Ruslan Malinovskyi","Genoa",31,"Midfielder",5.66,383,0,2,2,"-"
"Serie A 2024/25","Sebastian Otoa","Genoa",21,"Centre-Back",4.14,179,0,0,0,"-"
"Serie A 2024/25","Stefano Sabelli","Genoa",32,"Right-Back",5.32,2058,0,2,2,"-0.22"
"Serie A 2024/25","Vitinha","Genoa",25,"Centre-Foward",5.4,1328,2,3,5,"-0.14"
"Serie A 2024/25","Abdou Harroui","Hellas Verona",26,"Attacking-Mid",5.64,463,1,2,3,"-"
"Serie A 2024/25","Amin Sarr","Hellas Verona",24,"Centre-Foward",5.11,1907,4,1,5,"-0.11"
"Serie A 2024/25","Antoine Bernede","Hellas Verona",25,"Midfielder",4.98,594,1,0,1,"-"
"Serie A 2024/25","Casper Tengstedt","Hellas Verona",24,"Centre-Foward",5.12,1517,6,1,7,"-0.1"
"Serie A 2024/25","Cheikh Tidiane Niasse","Hellas Verona",25,"Midfielder",5.15,755,0,0,0,"-"
"Serie A 2024/25","Dailon Livramento","Hellas Verona",24,"Centre-Foward",4.7,940,1,1,2,"-0.52"
"Serie A 2024/25","Daniel Bandeira","Hellas Verona",24,"Midfielder",4.33,407,0,0,0,"-"
"Serie A 2024/25","Daniel Mosquera","Hellas Verona",25,"Centre-Foward",5.16,1375,5,1,6,"-0.06"
"Serie A 2024/25","Daniel Oyegoke","Hellas Verona",22,"Wing-Back",4.46,103,0,0,0,"-"
"Serie A 2024/25","Daniele Ghilardi","Hellas Verona",22,"Centre-Back",5.14,2029,0,0,0,"-0.08"
"Serie A 2024/25","Darko Lazović","Hellas Verona",34,"Wing-Back",4.97,1459,2,3,5,"-0.25"
"Serie A 2024/25","Davide Faraoni","Hellas Verona",33,"Wing-Back",3.97,260,0,0,0,"-"
"Serie A 2024/25","Diego Coppola","Hellas Verona",21,"Centre-Back",5.61,2927,2,0,2,"0.39"
"Serie A 2024/25","Domagoj Bradarić","Hellas Verona",25,"Wing-Back",5.32,1933,1,0,1,"0.1"
"Serie A 2024/25","Faride Alidou","Hellas Verona",23,"Left-Winger",3.75,71,0,0,0,"-"
"Serie A 2024/25","Flavius Daniliuc","Hellas Verona",24,"Centre-Back",4.83,1004,0,0,0,"-0.39"
"Serie A 2024/25","Giangiacomo Magnani","Hellas Verona",29,"Centre-Back",4.64,1065,1,0,1,"-0.58"
"Serie A 2024/25","Grigoris Kastanos","Hellas Verona",27,"Midfielder",4.59,872,1,1,2,"-0.63"
"Serie A 2024/25","Jackson Tchatchoua","Hellas Verona",23,"Wing-Back",5.48,3167,2,3,5,"0.26"
"Serie A 2024/25","Junior Ajayi","Hellas Verona",20,"Centre-Foward",4.25,13,0,0,0,"-"
"Serie A 2024/25","Lorenzo Montipò","Hellas Verona",29,"Goalkeeper",5.25,3240,0,0,0,"0.03"
"Serie A 2024/25","Martin Frese","Hellas Verona",27,"Centre-Back",4.83,549,0,0,0,"-"
"Serie A 2024/25","Mathis Lambourde","Hellas Verona",19,"Centre-Foward",3.32,89,1,0,1,"-"
"Serie A 2024/25","Nicolás Valentini","Hellas Verona",24,"Centre-Back",5.44,1129,0,0,0,"0.22"
"Serie A 2024/25","Ondrej Duda","Hellas Verona",30,"Midfielder",5.91,2395,1,3,4,"0.69"
"Serie A 2024/25","Paweł Dawidowicz","Hellas Verona",30,"Centre-Back",4.82,1845,0,0,0,"-0.4"
"Serie A 2024/25","Reda Belahyane","Hellas Verona",20,"Midfielder",5.73,1658,0,2,2,"0.51"
"Serie A 2024/25","Simone Perilli","Hellas Verona",30,"Goalkeeper",7.61,180,0,0,0,"-"
"Serie A 2024/25","Suat Serdar","Hellas Verona",28,"Midfielder",5.46,1376,2,1,3,"0.24"
"Serie A 2024/25","Tomáš Suslov","Hellas Verona",22,"Attacking-Mid",5.38,2080,0,1,1,"0.16"
"Serie A 2024/25","Alessandro Bastoni","Internazionale",26,"Centre-Back",7.06,2401,1,5,6,"0.84"
"Serie A 2024/25","Benjamin Pavard","Internazionale",29,"Centre-Back",6.17,1584,0,1,1,"-0.05"
"Serie A 2024/25","Carlos Augusto","Internazionale",26,"Wing-Back",5.92,2153,3,2,5,"-0.3"
"Serie A 2024/25","Davide Frattesi","Internazionale",25,"Midfielder",5.41,1694,5,1,6,"-0.81"
"Serie A 2024/25","Denzel Dumfries","Internazionale",29,"Wing-Back",6.03,1955,7,2,9,"-0.19"
"Serie A 2024/25","Federico Dimarco","Internazionale",27,"Wing-Back",5.6,2436,4,7,11,"-0.62"
"Serie A 2024/25","Francesco Acerbi","Internazionale",37,"Centre-Back",6.94,1710,0,1,1,"0.72"
"Serie A 2024/25","Hakan Çalhanoğlu","Internazionale",31,"Midfielder",6.28,1947,5,6,11,"0.06"
"Serie A 2024/25","Henrikh Mkhitaryan","Internazionale",36,"Midfielder",6.06,2396,1,4,5,"-0.16"
"Serie A 2024/25","Joaquín Correa","Internazionale",30,"Centre-Foward",5.44,731,2,2,4,"-"
"Serie A 2024/25","Josep Martinez","Internazionale",26,"Goalkeeper",7.43,450,0,0,0,"-"
"Serie A 2024/25","Kristjan Asllani","Internazionale",23,"Midfielder",5.64,1044,2,2,4,"-0.58"
"Serie A 2024/25","Lautaro Martínez","Internazionale",27,"Centre-Foward",6.74,2564,12,3,15,"0.52"
"Serie A 2024/25","Luka Topalović","Internazionale",19,"Attacking-Mid",4.6,11,0,0,0,"-"
"Serie A 2024/25","Marcus Thuram","Internazionale",27,"Centre-Foward",6.82,2290,14,4,18,"0.6"
"Serie A 2024/25","Marko Arnautović","Internazionale",36,"Centre-Foward",5.65,549,4,2,6,"-"
"Serie A 2024/25","Matteo Darmian","Internazionale",35,"Wing-Back",5.65,1781,3,2,5,"-0.57"
"Serie A 2024/25","Mehdi Taremi","Internazionale",32,"Centre-Foward",5.66,879,1,2,3,"-0.56"
"Serie A 2024/25","Nicola Zalewski","Internazionale",23,"Wing-Back",6.01,435,1,1,2,"-"
"Serie A 2024/25","Nicolò Barella","Internazionale",28,"Midfielder",5.82,2752,3,6,9,"-0.4"
"Serie A 2024/25","Piotr Zieliński","Internazionale",30,"Midfielder",5.68,980,2,2,4,"-0.54"
"Serie A 2024/25","Stefan de Vrij","Internazionale",33,"Centre-Back",6.75,1726,3,0,3,"0.53"
"Serie A 2024/25","Tajon Buchanan","Internazionale",25,"Wing-Back",5.58,95,0,0,0,"-"
"Serie A 2024/25","Tomás Palacios","Internazionale",21,"Centre-Back",5.53,11,0,0,0,"-"
"Serie A 2024/25","Yann Aurel Bisseck","Internazionale",24,"Centre-Back",6.44,1643,3,2,5,"0.22"
"Serie A 2024/25","Yann Sommer","Internazionale",36,"Goalkeeper",6.53,2970,0,0,0,"0.31"
"Serie A 2024/25","Alberto costa","Juventus",21,"Right-Back",5.53,357,0,1,1,"-"
"Serie A 2024/25","Andrea Cambiaso","Juventus",25,"Left-Back",6.52,2221,2,3,5,"0.22"
"Serie A 2024/25","Danilo","Juventus",33,"Centre-Back",6.05,581,0,1,1,"-"
"Serie A 2024/25","Douglas Luiz","Juventus",27,"Midfielder",5.65,529,0,0,0,"-"
"Serie A 2024/25","Dušan Vlahović","Juventus",25,"Centre-Foward",6.18,1784,10,4,14,"-0.12"
"Serie A 2024/25","Federico Gatti","Juventus",26,"Centre-Back",6.6,2195,1,0,1,"0.3"
"Serie A 2024/25","Francisco Conceição","Juventus",22,"Right-Winger",5.88,1340,3,3,6,"-0.42"
"Serie A 2024/25","Gleison Bremer","Juventus",27,"Centre-Back",8.47,540,0,0,0,"-"
"Serie A 2024/25","Jonas Rouhi","Juventus",21,"Left-Back",5.32,210,0,0,0,"-"
"Serie A 2024/25","Juan David Cabal","Juventus",23,"Left-Back",6.33,460,0,0,0,"-"
"Serie A 2024/25","Kenan Yıldız","Juventus",20,"Left-Winger",6.77,2402,7,4,11,"0.47"
"Serie A 2024/25","Khéphren Thuram","Juventus",24,"Midfielder",6.47,2326,4,5,9,"0.17"
"Serie A 2024/25","Lloyd Kelly","Juventus",26,"Centre-Back",5.75,1013,0,0,0,"-0.55"
"Serie A 2024/25","Manuel Locatelli","Juventus",27,"Midfielder",6.28,2822,2,2,4,"-0.02"
"Serie A 2024/25","Mattia Perin","Juventus",32,"Goalkeeper",7.35,450,0,0,0,"-"
"Serie A 2024/25","Michele Di Gregorio","Juventus",27,"Goalkeeper",6.61,2970,0,0,0,"0.31"
"Serie A 2024/25","Nicolás González","Juventus",27,"Left-Winger",5.92,1750,3,2,5,"-0.38"
"Serie A 2024/25","Nicolò Fagioli","Juventus",23,"Midfielder",5.38,571,0,0,0,"-"
"Serie A 2024/25","Nicolò Savona","Juventus",22,"Right-Back",5.89,1724,2,1,3,"-0.41"
"Serie A 2024/25","Pierre Kalulu","Juventus",24,"Centre-Back",6.9,2337,1,0,1,"0.6"
"Serie A 2024/25","Randal Kolo Muani","Juventus",26,"Centre-Foward",6.6,1160,8,1,9,"0.3"
"Serie A 2024/25","Renato Veiga","Juventus",21,"Centre-Back",6.47,1093,0,1,1,"0.17"
"Serie A 2024/25","Samuel Mbangula","Juventus",21,"Left-Winger",5.95,709,3,3,6,"-"
"Serie A 2024/25","Teun Koopmeiners","Juventus",27,"Attacking-Mid",5.88,1994,3,3,6,"-0.42"
"Serie A 2024/25","Timothy Weah","Juventus",25,"Right-Back",6.16,1638,5,2,7,"-0.14"
"Serie A 2024/25","Vasilije Adžić","Juventus",18,"Midfielder",4.57,42,0,0,0,"-"
"Serie A 2024/25","Weston McKennie","Juventus",26,"Attacking-Mid",6.22,2310,2,4,6,"-0.08"
"Serie A 2024/25","Adam Marušić","Lazio",32,"Right-Back",5.72,2337,4,0,4,"-0.31"
"Serie A 2024/25","Alessio Romagnoli","Lazio",30,"Centre-Back",6.35,2672,2,0,2,"0.32"
"Serie A 2024/25","Boulaye Dia","Lazio",28,"Attacking-Mid",5.78,2177,9,3,12,"-0.25"
"Serie A 2024/25","Christos Mandas","Lazio",23,"Goalkeeper",7.79,810,0,0,0,"-"
"Serie A 2024/25","Elseid Hysaj","Lazio",31,"Right-Back",6.17,424,0,3,3,"-"
"Serie A 2024/25","Fisayo Dele-Bashiru","Lazio",24,"Attacking-Mid",5.66,947,3,1,4,"-0.37"
"Serie A 2024/25","Gaetano Castrovilli","Lazio",27,"Left-Winger",4.98,148,0,0,0,"-"
"Serie A 2024/25","Gustav Isaksen","Lazio",24,"Right-Winger",5.88,2210,4,2,6,"-0.15"
"Serie A 2024/25","Ivan Provedel","Lazio",31,"Goalkeeper",5.78,2610,0,0,0,"-0.25"
"Serie A 2024/25","Loum Tchaouna","Lazio",21,"Right-Winger",4.77,660,1,0,1,"-"
"Serie A 2024/25","Luca Pellegrini","Lazio",26,"Left-Back",6.07,1067,0,4,4,"0.04"
"Serie A 2024/25","Manuel Lazzari","Lazio",31,"Right-Back",5.91,1406,0,1,1,"-0.12"
"Serie A 2024/25","Mario Gila","Lazio",24,"Centre-Back",6.47,2741,1,0,1,"0.44"
"Serie A 2024/25","Matías Vecino","Lazio",33,"Midfielder",5,877,2,3,5,"-1.03"
"Serie A 2024/25","Mattéo Guendouzi","Lazio",26,"Midfielder",6.24,3270,1,3,4,"0.21"
"Serie A 2024/25","Mattia Zaccagni","Lazio",29,"Left-Winger",6.65,2686,8,6,14,"0.62"
"Serie A 2024/25","Nicolò Casale","Lazio",26,"Centre-Back",6.52,135,0,0,0,"-"
"Serie A 2024/25","Nicolò Rovella","Lazio",23,"Midfielder",6.12,2718,0,3,3,"0.09"
"Serie A 2024/25","Nuno Tavares","Lazio",25,"Left-Back",6.8,1686,0,8,8,"0.77"
"Serie A 2024/25","Oliver Nielsen","Lazio",21,"Centre-Back",4.68,35,0,0,0,"-"
"Serie A 2024/25","Patric","Lazio",31,"Centre-Back",5.16,607,1,0,1,"-"
"Serie A 2024/25","Pedro","Lazio",37,"Right-Winger",6.15,1102,10,1,11,"0.12"
"Serie A 2024/25","Reda Belahyane","Lazio",20,"Midfielder",5.3,198,0,0,0,"-"
"Serie A 2024/25","Samuel Gigot","Lazio",31,"Centre-Back",5.65,683,2,0,2,"-"
"Serie A 2024/25","Tijjani Noslin","Lazio",25,"Left-Winger",5.33,861,2,2,4,"-0.7"
"Serie A 2024/25","Valentín Castellanos","Lazio",26,"Centre-Foward",6.61,2384,10,3,13,"0.58"
"Serie A 2024/25","Andy Pelmard","Lecce",24,"Right-Back",5.54,129,0,0,0,"-"
"Serie A 2024/25","Ante Rebić","Lecce",31,"Centre-Foward",4.72,788,1,0,1,"-"
"Serie A 2024/25","Antonino Gallo","Lecce",25,"Left-Back",5.55,2609,0,2,2,"0.06"
"Serie A 2024/25","Balthazar Pierret","Lecce",25,"Midfielder",5.13,1723,0,0,0,"-0.36"
"Serie A 2024/25","Danilo Veiga","Lecce",22,"Right-Back",4.9,374,0,0,0,"-"
"Serie A 2024/25","Federico Baschirotto","Lecce",28,"Centre-Back",5.53,3420,2,0,2,"0.04"
"Serie A 2024/25","Filip Marchwiński","Lecce",22,"Midfielder",3.32,15,0,0,0,"-"
"Serie A 2024/25","Frederic Guilbert","Lecce",30,"Right-Back",6.01,2435,0,1,1,"0.52"
"Serie A 2024/25","Gaby Jean","Lecce",25,"Centre-Back",5.36,1388,0,0,0,"-0.13"
"Serie A 2024/25","Hamza Rafia","Lecce",25,"Midfielder",5.29,1058,0,0,0,"-0.2"
"Serie A 2024/25","Jesper Karlsson","Lecce",26,"Left-Winger",5.13,495,1,0,1,"-"
"Serie A 2024/25","Kevin Bonifazi","Lecce",28,"Centre-Back",4.43,65,0,0,0,"-"
"Serie A 2024/25","Kialonda","Lecce",27,"Centre-Back",6.16,2144,0,1,1,"0.67"
"Serie A 2024/25","Konan N'dri","Lecce",24,"Right-Winger",5.37,306,0,0,0,"-"
"Serie A 2024/25","Lameck Banda","Lecce",24,"Left-Winger",5.32,610,0,1,1,"-"
"Serie A 2024/25","Lassana Coulibaly","Lecce",29,"Midfielder",5.4,2667,1,0,1,"-0.09"
"Serie A 2024/25","Marco Sala","Lecce",25,"Wing-Back",4.64,72,0,0,0,"-"
"Serie A 2024/25","Medon Berisha","Lecce",21,"Midfielder",4.95,716,0,1,1,"-"
"Serie A 2024/25","Mohamed Kaba","Lecce",23,"Midfielder",4.66,452,0,0,0,"-"
"Serie A 2024/25","Nicola Sansone","Lecce",33,"Midfielder",4.36,65,0,0,0,"-"
"Serie A 2024/25","Nikola Krstović","Lecce",25,"Centre-Foward",5.57,3057,11,5,16,"0.08"
"Serie A 2024/25","Patrick Dorgu","Lecce",20,"Right-Winger",5.97,1840,3,1,4,"0.48"
"Serie A 2024/25","Rareș-Cătălin Burnete","Lecce",20,"Left-Winger",2.99,28,0,0,0,"-"
"Serie A 2024/25","Remi Oudin","Lecce",28,"Attacking-Mid",4.83,299,0,0,0,"-"
"Serie A 2024/25","Santiago Pierotti","Lecce",24,"Right-Winger",5.63,1937,4,2,6,"0.14"
"Serie A 2024/25","Tete Morente","Lecce",28,"Left-Winger",5.76,2021,3,2,5,"0.27"
"Serie A 2024/25","Þórir Jóhann Helgason","Lecce",24,"Attacking-Mid",5.51,1156,0,4,4,"0.02"
"Serie A 2024/25","Tiago Gabriel","Lecce",20,"Centre-Back",4.83,96,0,0,0,"-"
"Serie A 2024/25","Valentin Gendrey","Lecce",24,"Right-Back",4.95,180,0,0,0,"-"
"Serie A 2024/25","Wladimiro Falcone","Lecce",30,"Goalkeeper",5.91,3420,0,0,0,"0.42"
"Serie A 2024/25","Ylber Ramadani","Lecce",29,"Midfielder",5.34,1807,1,1,2,"-0.15"
"Serie A 2024/25","Alejandro Jiménez","Milan",20,"Right-Back",6.02,1266,0,1,1,"-0.21"
"Serie A 2024/25","Alexis Saelemaekers","Milan",25,"Left-Back",6.56,90,0,0,0,"-"
"Serie A 2024/25","Álvaro Morata","Milan",32,"Centre-Foward",5.76,1099,5,0,5,"-0.47"
"Serie A 2024/25","Christian Pulisic","Milan",26,"Right-Winger",6.83,2478,11,9,20,"0.6"
"Serie A 2024/25","Davide Bartesaghi","Milan",19,"Left-Back",5.84,118,0,0,0,"-"
"Serie A 2024/25","Davide Calabria","Milan",28,"Right-Back",6.46,316,0,0,0,"-"
"Serie A 2024/25","Emerson","Milan",26,"Right-Back",6.43,1377,0,0,0,"0.2"
"Serie A 2024/25","Fikayo Tomori","Milan",27,"Centre-Back",6.28,1593,0,1,1,"0.05"
"Serie A 2024/25","Filippo Terracciano","Milan",21,"Midfielder",5.08,539,0,0,0,"-"
"Serie A 2024/25","Francesco Camarda","Milan",17,"Centre-Foward",4.78,206,0,0,0,"-"
"Serie A 2024/25","Ismaël Bennacer","Milan",27,"Midfielder",6.31,300,0,0,0,"-"
"Serie A 2024/25","João Félix","Milan",25,"Attacking-Mid",5.84,760,2,0,2,"-"
"Serie A 2024/25","Kevin Zeroli","Milan",19,"Midfielder",5.49,12,0,0,0,"-"
"Serie A 2024/25","Kyle Walker","Milan",34,"Right-Back",6.15,659,0,0,0,"-"
"Serie A 2024/25","Luka Jović","Milan",27,"Centre-Foward",5.38,557,2,0,2,"-"
"Serie A 2024/25","Malick Thiaw","Milan",23,"Centre-Back",6.33,1806,0,0,0,"0.1"
"Serie A 2024/25","Marco Sportiello","Milan",32,"Goalkeeper",6.66,126,0,0,0,"-"
"Serie A 2024/25","Matteo Gabbia","Milan",25,"Centre-Back",6.45,2152,2,0,2,"0.22"
"Serie A 2024/25","Mattia Liberali","Milan",17,"Attacking-Mid",5.49,61,0,0,0,"-"
"Serie A 2024/25","Mike Maignan","Milan",29,"Goalkeeper",6.66,3294,0,0,0,"0.43"
"Serie A 2024/25","Noah Okafor","Milan",24,"Left-Winger",5.62,414,1,0,1,"-"
"Serie A 2024/25","Rafael Leão","Milan",25,"Left-Winger",6.69,2323,8,8,16,"0.46"
"Serie A 2024/25","Riccardo Sottil","Milan",25,"Wing-Back",5.01,123,0,0,0,"-"
"Serie A 2024/25","Ruben Loftus-Cheek","Milan",29,"Attacking-Mid",5.9,1037,0,0,0,"-0.33"
"Serie A 2024/25","Samuel Chukwueze","Milan",26,"Right-Winger",6.42,925,3,2,5,"0.19"
"Serie A 2024/25","Santiago Giménez","Milan",24,"Centre-Foward",5.99,669,5,2,7,"-"
"Serie A 2024/25","Strahinja Pavlović","Milan",24,"Centre-Back",6.82,1864,2,1,3,"0.59"
"Serie A 2024/25","Tammy Abraham","Milan",27,"Centre-Foward",5.63,1183,3,4,7,"-0.6"
"Serie A 2024/25","Theo Hernández","Milan",27,"Left-Back",6.68,2696,4,3,7,"0.45"
"Serie A 2024/25","Tijjani Reijnders","Milan",26,"Midfielder",6.72,3128,10,4,14,"0.49"
"Serie A 2024/25","Warren Bondo","Milan",21,"Midfielder",5.1,162,0,0,0,"-"
"Serie A 2024/25","Youssouf Fofana","Milan",26,"Midfielder",5.88,2504,1,6,7,"-0.35"
"Serie A 2024/25","Yunus Musah","Milan",22,"Midfielder",5.71,1571,0,2,2,"-0.52"
"Serie A 2024/25","Alessandro Bianco","Monza",22,"Midfielder",5.39,2600,1,0,1,"0.08"
"Serie A 2024/25","Andrea Carboni","Monza",24,"Centre-Back",5.55,2191,0,1,1,"0.24"
"Serie A 2024/25","Andrea Petagna","Monza",29,"Centre-Foward",3.51,335,0,0,0,"-"
"Serie A 2024/25","Armando Izzo","Monza",33,"Centre-Back",5.89,2435,1,1,2,"0.58"
"Serie A 2024/25","Arvid Brorsson","Monza",26,"Centre-Back",5.26,362,0,0,0,"-"
"Serie A 2024/25","Daniel Maldini","Monza",23,"Attacking-Mid",5.81,1306,3,0,3,"0.5"
"Serie A 2024/25","Danilo D'Ambrosio","Monza",36,"Centre-Back",5.07,1095,0,1,1,"-0.24"
"Serie A 2024/25","Dany Mota","Monza",27,"Attacking-Mid",5.35,2104,5,2,7,"0.04"
"Serie A 2024/25","Gaetano Castrovilli","Monza",28,"Midfielder",4.75,596,0,0,0,"-"
"Serie A 2024/25","Gianluca Caprari","Monza",31,"Attacking-Mid",5.26,1651,3,2,5,"-0.05"
"Serie A 2024/25","Giorgos Kyriakopoulos","Monza",29,"Wing-Back",5.43,2845,2,4,6,"0.12"
"Serie A 2024/25","Jean-Daniel Akpa-Akpro","Monza",32,"Midfielder",5.35,966,0,0,0,"0.04"
"Serie A 2024/25","Kacper Urbanski","Monza",20,"Midfielder",5.09,500,0,0,0,"-"
"Serie A 2024/25","Keita Baldé","Monza",30,"Centre-Foward",5.37,638,2,0,2,"-"
"Serie A 2024/25","Kevin Martins","Monza",20,"Attacking-Mid",4.59,183,0,1,1,"-"
"Serie A 2024/25","Kevin Zeroli","Monza",20,"Midfielder",4.55,395,0,1,1,"-"
"Serie A 2024/25","Luca Caldirola","Monza",34,"Centre-Back",5.17,876,0,0,0,"-0.14"
"Serie A 2024/25","Matteo Pessina","Monza",27,"Midfielder",5.44,854,0,0,0,"-"
"Serie A 2024/25","Mattia Valoti","Monza",31,"Midfielder",3.64,40,0,0,0,"-"
"Serie A 2024/25","Milan Đurić","Monza",34,"Centre-Foward",4.94,1270,4,1,5,"-0.37"
"Serie A 2024/25","Mirko Marić","Monza",29,"Centre-Foward",3.54,106,0,0,0,"-"
"Serie A 2024/25","Omari Forson","Monza",20,"Attacking-Mid",5.03,223,0,0,0,"-"
"Serie A 2024/25","Pablo Marí","Monza",31,"Centre-Back",6.4,1628,0,0,0,"1.09"
"Serie A 2024/25","Patrick Ciurria","Monza",30,"Attacking-Mid",4.78,1111,1,1,2,"-0.53"
"Serie A 2024/25","Pedro Pereira","Monza",27,"Wing-Back",5.33,2665,1,3,4,"0.02"
"Serie A 2024/25","Roberto Gagliardini","Monza",31,"Midfielder",4.76,180,0,0,0,"-"
"Serie A 2024/25","Samuele Birindelli","Monza",25,"Wing-Back",5.22,1468,3,0,3,"-0.09"
"Serie A 2024/25","Samuele Vignato","Monza",21,"Attacking-Mid",4.44,470,0,0,0,"-"
"Serie A 2024/25","Semuel Pizzignacco","Monza",23,"Goalkeeper",5.01,736,0,0,0,"-"
"Serie A 2024/25","Silvère Ganvoula M'Boussy","Monza",28,"Centre-Foward",4.1,326,0,0,0,"-"
"Serie A 2024/25","Stefan Lekovic","Monza",21,"Centre-Back",4.48,367,0,0,0,"-"
"Serie A 2024/25","Stefano Sensi","Monza",29,"Midfielder",5.45,274,1,0,1,"-"
"Serie A 2024/25","Stefano Turati","Monza",23,"Goalkeeper",5.66,2676,0,0,0,"0.35"
"Serie A 2024/25","Tomás Palacios","Monza",22,"Centre-Back",5.29,446,0,0,0,"-"
"Serie A 2024/25","Warren Bondo","Monza",21,"Midfielder",5.42,1618,0,0,0,"0.11"
"Serie A 2024/25","Alessandro Buongiorno","Napoli",25,"Centre-Back",7,1924,1,0,1,"0.61"
"Serie A 2024/25","Alex Meret","Napoli",28,"Goalkeeper",6.92,3005,0,0,0,"0.53"
"Serie A 2024/25","Amir Rrahmani","Napoli",31,"Centre-Back",7.38,3406,1,3,4,"0.99"
"Serie A 2024/25","Andre-Frank Zambo Anguissa","Napoli",29,"Right-Midfielder",6.49,2852,6,4,10,"0.1"
"Serie A 2024/25","Billy Gilmour","Napoli",23,"Midfielder",5.79,1177,0,1,1,"-0.6"
"Serie A 2024/25","Cyril Ngonge","Napoli",24,"Right-Winger",4.75,216,0,0,0,"-"
"Serie A 2024/25","David Neres","Napoli",28,"Left-Winger",6.27,1283,2,4,6,"-0.12"
"Serie A 2024/25","Elia Caprile","Napoli",23,"Goalkeeper",7.94,325,0,0,0,"-"
"Serie A 2024/25","Giacomo Raspadori","Napoli",25,"Centre-Foward",6.02,1103,6,1,7,"-0.37"
"Serie A 2024/25","Giovanni Di Lorenzo","Napoli",31,"Right-Back",6.56,3330,3,2,5,"0.17"
"Serie A 2024/25","Giovanni Simeone","Napoli",29,"Centre-Foward",4.46,419,1,1,2,"-"
"Serie A 2024/25","Juan Jesus","Napoli",33,"Centre-Back",6.5,1074,0,1,1,"0.11"
"Serie A 2024/25","Khvicha Kvaratskhelia","Napoli",23,"Left-Winger",6.75,1178,5,3,8,"0.36"
"Serie A 2024/25","Leonardo Spinazzola","Napoli",32,"Left-Back",6.33,1517,1,1,2,"-0.06"
"Serie A 2024/25","Mathías Olivera","Napoli",27,"Left-Back",6.64,2370,0,2,2,"0.25"
"Serie A 2024/25","Matteo Politano","Napoli",31,"Right-Winger",6.01,2804,3,4,7,"-0.38"
"Serie A 2024/25","Michael Folorunsho","Napoli",26,"Left-Winger",3.1,35,0,0,0,"-"
"Serie A 2024/25","Noah Okafor","Napoli",24,"Left-Winger",5.85,40,0,0,0,"-"
"Serie A 2024/25","Pasquale Mazzocchi","Napoli",29,"Wing-Back",5.62,702,0,0,0,"-"
"Serie A 2024/25","Philip Billing","Napoli",28,"Right-Midfielder",4.91,197,1,0,1,"-"
"Serie A 2024/25","Rafa Marín","Napoli",22,"Centre-Back",5.97,142,0,0,0,"-"
"Serie A 2024/25","Romelu Lukaku","Napoli",32,"Centre-Foward",6.17,2843,14,10,24,"-0.22"
"Serie A 2024/25","Scott McTominay","Napoli",28,"Left-Midfielder",7.04,2938,12,4,16,"0.65"
"Serie A 2024/25","Simone Scuffet","Napoli",28,"Goalkeeper",7.2,90,0,0,0,"-"
"Serie A 2024/25","Stanislav Lobotka","Napoli",30,"Midfielder",5.9,2636,0,1,1,"-0.49"
"Serie A 2024/25","Walid Cheddira","Napoli",26,"Centre-Foward",3.87,12,0,0,0,"-"
"Serie A 2024/25","Adrian Benedyczak","Parma",24,"Right-Winger",3.92,214,0,0,0,"-"
"Serie A 2024/25","Adrian Bernabe","Parma",23,"Midfielder",5.9,1453,1,1,2,"0.35"
"Serie A 2024/25","Alessandro Circati","Parma",21,"Centre-Back",5.4,540,0,0,0,"-"
"Serie A 2024/25","Alessandro Vogliacco","Parma",26,"Centre-Back",5.72,772,0,0,0,"-"
"Serie A 2024/25","Ange-Yoan Bonny","Parma",21,"Centre-Foward",6.08,2529,6,4,10,"0.53"
"Serie A 2024/25","Antoine Hainaut","Parma",23,"Right-Back",5.43,1206,2,0,2,"-0.12"
"Serie A 2024/25","Botond Balogh","Parma",22,"Centre-Back",5.12,2053,0,1,1,"-0.43"
"Serie A 2024/25","Dennis Man","Parma",26,"Right-Winger",5.7,1995,4,4,8,"0.15"
"Serie A 2024/25","Drissa Camara","Parma",23,"Attacking-Mid",5.42,447,0,0,0,"-"
"Serie A 2024/25","Emanuele Valeri","Parma",26,"Left-Back",5.56,2873,2,6,8,"0.01"
"Serie A 2024/25","Enrico Del Prato","Parma",25,"Right-Back",5.51,2947,4,0,4,"-0.04"
"Serie A 2024/25","Gabriel Charpentier","Parma",25,"Centre-Foward",5.43,271,1,2,3,"-"
"Serie A 2024/25","Giovanni Leoni","Parma",18,"Centre-Back",5.35,1199,1,0,1,"-0.2"
"Serie A 2024/25","Hernani","Parma",31,"Midfielder",5.51,1327,3,3,6,"-0.04"
"Serie A 2024/25","Jacob Ondrejka","Parma",22,"Midfielder",6.34,422,5,0,5,"-"
"Serie A 2024/25","Lautaro Valenti","Parma",26,"Centre-Back",5.23,1556,1,0,1,"-0.32"
"Serie A 2024/25","Leandro Chichizola","Parma",34,"Goalkeeper",4.47,90,0,0,0,"-"
